Show_ID,Movie Title,Director,Country,Release_Year,Rating_class,Duration,Categories,Type
s612,Underworld: Awakening,"Måns Mårlind, Björn Stein","United States, Canada",2012,R,89,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",Movie
s614,Voiceless,Robert O. Peters,Nigeria,2020,TV-MA,112,"Dramas, International Movies, Thrillers",Movie
s617,Working Title,Mary Harron,,2019,R,110,Dramas,Movie
s619,America: The Motion Picture,Matt Thompson,United States,2021,TV-MA,98,"Action & Adventure, Comedies",Movie
s620,Deranged,Jameel Buari,,2020,TV-14,98,"Dramas, International Movies",Movie
s623,Lying and Stealing,Matt Aselton,United States,2019,R,100,Thrillers,Movie
s624,Mommy Issues,Jose Javier Reyes,,2021,TV-MA,90,"Comedies, Dramas, International Movies",Movie
s625,Prime Time,Jakub Piątek,,2021,TV-MA,92,"Dramas, International Movies, Thrillers",Movie
s630,A Way Back Home,B. T Thomas,,2020,TV-14,82,"Dramas, International Movies",Movie
s631,Killing Them Softly,Andrew Dominik,United States,2012,R,97,Dramas,Movie
s633,Wanted,Nibal Arakji,,2019,TV-14,90,"Comedies, International Movies",Movie
s634,Into the Wind,Sofie Šustková,,2018,TV-MA,76,"Dramas, Independent Movies, International Movies",Movie
s635,Wonder Boy,Anissa Bonnefont,France,2019,TV-14,83,"Documentaries, International Movies",Movie
s637,The Ice Road,Jonathan Hensleigh,"United States, Canada",2021,PG-13,109,Action & Adventure,Movie
s642,Sisters on Track,,,2021,PG,97,"Documentaries, Sports Movies",Movie
s644,The Seventh Day,Justin P. Lange,United States,2021,R,87,Horror Movies,Movie
s645,Good on Paper,Kimmy Gatewood,,2021,TV-MA,94,"Comedies, Romantic Movies",Movie
s646,Murder by the Coast,Tània Balló,,2021,TV-14,89,"Documentaries, International Movies",Movie
s647,The House of Flowers: The Movie,Manolo Caro,,2021,TV-MA,88,"Comedies, International Movies, Music & Musicals",Movie
s650,Broken,Anurin Nwunembom,,2019,TV-14,108,"Dramas, International Movies, Romantic Movies",Movie
s651,O Vendedor de Sonhos,Jayme Monjardim,Brazil,2016,TV-14,96,"Dramas, International Movies",Movie
s655,#Selfie,Cristina Jacob,Romania,2014,TV-MA,125,"Comedies, Dramas, International Movies",Movie
s656,#Selfie 69,Cristina Jacob,Romania,2016,TV-MA,119,"Comedies, Dramas, International Movies",Movie
s657,Love Is a Story,Cristina Jacob,Romania,2015,TV-MA,105,"International Movies, Music & Musicals, Romantic Movies",Movie
s684,A Family,Michihito Fujii,,2021,TV-MA,135,"Dramas, International Movies",Movie
s686,Fatherhood,Paul Weitz,United States,2021,PG-13,111,Dramas,Movie
s688,Jagame Thandhiram,Karthik Subbaraj,,2021,TV-MA,159,"Action & Adventure, Dramas, International Movies",Movie
s689,Kambili: The Whole 30 Yards,Kayode Kasum,Nigeria,2020,TV-14,119,"Comedies, International Movies, Romantic Movies",Movie
s691,Rurouni Kenshin: The Final,Keishi Otomo,,2021,TV-14,137,"Action & Adventure, International Movies",Movie
s694,Ali & Ratu Ratu Queens,Lucky Kuswandi,,2021,TV-14,101,"Comedies, Dramas, International Movies",Movie
s695,Aziza,Soudade Kaadan,"Lebanon, Syria",2019,TV-PG,13,"Comedies, Dramas, Independent Movies",Movie
s696,Besieged Bread,Soudade Kaadan,,2015,TV-14,12,"Dramas, International Movies",Movie
s699,Fan Girl,Antoinette Jadaone,Philippines,2020,TV-MA,101,"Dramas, Independent Movies, International Movies",Movie
s702,Red Snow,Marie Clements,Canada,2019,TV-MA,96,Dramas,Movie
s703,Silver Linings Playbook,David O. Russell,United States,2012,R,122,"Comedies, Dramas, Independent Movies",Movie
s705,A Man For The Week End,Achille Brice,,2018,TV-14,95,"Comedies, Dramas, International Movies",Movie
s706,Biking Borders,Max Jabs,Germany,2019,TV-14,89,"Documentaries, International Movies, Sports Movies",Movie
s709,Lowriders,Ricardo de Montreuil,United States,2016,PG-13,98,"Dramas, Independent Movies",Movie
s712,Security,Peter Chelsom,Italy,2021,TV-MA,119,"Dramas, International Movies, Thrillers",Movie
s713,Silver Skates,Michael Lockshin,,2020,TV-MA,138,"Action & Adventure, Dramas, International Movies",Movie
s718,Headspace: Unwind Your Mind,,,2021,TV-G,273,Documentaries,Movie
s719,Life of Crime,Daniel Schechter,United States,2013,R,101,"Comedies, Independent Movies",Movie
s722,Rogue Warfare: Death of a Nation,Mike Gunther,United States,2020,R,99,Action & Adventure,Movie
s725,The Reason I Jump,Jerry Rothwell,"United States, United Kingdom",2021,TV-14,82,Documentaries,Movie
s728,Picture a Scientist,"Ian Cheney, Sharon Shattuck",United States,2020,TV-MA,97,Documentaries,Movie
s729,The Devil Below,Bradley Parker,United States,2021,TV-MA,89,Horror Movies,Movie
s730,Bling Empire - The Afterparty,,,2021,TV-MA,36,Movies,Movie
s731,Cobra Kai - The Afterparty,,,2021,TV-MA,34,Movies,Movie
s733,To All the Boys: Always and Forever - The Afterparty,,,2021,TV-MA,36,Movies,Movie
s736,Sarbath,Prabhakaran,India,2021,TV-PG,113,"Comedies, Dramas, International Movies",Movie
s737,Skater Girl,Manjari Makijany,"United States, India",2021,PG,110,"Children & Family Movies, Dramas, International Movies",Movie
s739,Trese After Dark,,,2021,TV-14,36,"Anime Features, Documentaries",Movie
s740,Wish Dragon,Chris Appelhans,"China, United States, Canada",2021,PG,102,"Children & Family Movies, Comedies",Movie
s741,A Haunted House 2,Michael Tiddes,United States,2014,R,86,"Comedies, Horror Movies",Movie
s742,Blind Intersections,Lara Saba,"Lebanon, United Arab Emirates",2012,TV-MA,91,"Dramas, International Movies",Movie
s743,Camellia Sisters,"Bao Nhan, Namcito",Vietnam,2021,TV-MA,117,"Dramas, International Movies",Movie
s744,Copenhagen,Mark Raso,"Canada, United States, Denmark",2014,TV-MA,99,"Dramas, Independent Movies, Romantic Movies",Movie
s746,Until Midnight,Tariq Alkazim,United Arab Emirates,2019,TV-14,77,"International Movies, Thrillers",Movie
s747,Awake,Mark Raso,United States,2021,TV-MA,97,"Dramas, Thrillers",Movie
s748,Confusion Na Wa,Kenneth Gyang,Nigeria,2013,TV-MA,106,"Comedies, Dramas, International Movies",Movie
s751,Tragic Jungle,Yulene Olaizola,"Mexico, France, Colombia",2021,TV-MA,97,"Dramas, Independent Movies, International Movies",Movie
s753,Vampire Academy,Mark Waters,"United States, United Kingdom",2014,PG-13,104,"Action & Adventure, Comedies, Sci-Fi & Fantasy",Movie
s755,A Private War,Matthew Heineman,"United Kingdom, United States",2018,R,110,"Dramas, Independent Movies",Movie
s756,Kitty Love: An Homage to Cats,,Netherlands,2021,TV-G,61,"Children & Family Movies, Documentaries, International Movies",Movie
s757,Small Chops,Robert Peters,Nigeria,2020,TV-MA,98,"Dramas, International Movies, Romantic Movies",Movie
s758,Breaking Boundaries: The Science Of Our Planet,Jonathan Clay,United States,2021,TV-PG,74,Documentaries,Movie
s760,Fireplace 4K: Classic Crackling Fireplace from Fireplace for Your Home,George Ford,,2015,TV-G,60,Movies,Movie
s761,Fireplace 4K: Crackling Birchwood from Fireplace for Your Home,George Ford,,2015,TV-G,60,Movies,Movie
s763,Sweet & Sour,Lee Kae-byeok,South Korea,2021,TV-14,103,"Comedies, International Movies, Romantic Movies",Movie
s765,Trippin' with the Kandasamys,Jayan Moodley,South Africa,2021,TV-14,94,"Comedies, International Movies, Romantic Movies",Movie
s766,Xtreme,Daniel Benmayor,Spain,2021,TV-MA,112,"Action & Adventure, International Movies",Movie
s767,Alan Saldaña: Locked Up,Alex Díaz,Mexico,2021,TV-MA,49,Stand-Up Comedy,Movie
s769,Dancing Queens,Helena Bergström,Sweden,2021,TV-MA,111,"Comedies, Dramas, International Movies",Movie
s770,From Stress to Happiness,"Alejandro De Grazia, Juan Stadler",Argentina,2020,TV-G,58,"Documentaries, International Movies",Movie
s771,Myriam Fares: The Journey,Myriam Fares,United Arab Emirates,2021,TV-14,72,"Documentaries, International Movies, Music & Musicals",Movie
s774,The Girl and the Gun,Rae Red,Philippines,2019,TV-MA,78,"Dramas, International Movies, Thrillers",Movie
s775,2 Hearts,Lance Hool,United States,2020,PG-13,101,"Dramas, Faith & Spirituality, Romantic Movies",Movie
s776,A Perfect Ending,Nicole Conn,United States,2012,TV-MA,110,"Dramas, Independent Movies, LGBTQ Movies",Movie
s782,Black Holes | The Edge of All We Know,Peter Galison,,2021,TV-14,99,Documentaries,Movie
s784,Carnaval,Leandro Neri,Brazil,2021,TV-MA,95,"Comedies, International Movies, Music & Musicals",Movie
s785,Cloudburst,Thom Fitzgerald,"United States, Canada",2011,TV-MA,93,"Comedies, Dramas, Independent Movies",Movie
s787,Company of Heroes,Don Michael Paul,United States,2013,R,101,"Action & Adventure, Dramas",Movie
s791,Dream/Killer,Andrew Jenks,United States,2015,TV-MA,109,Documentaries,Movie
s795,Gold Statue,Tade Ogidan,Nigeria,2019,TV-14,145,"Comedies, Dramas, International Movies",Movie
s797,Hostel: Part III,Scott Spiegel,United States,2011,R,88,"Cult Movies, Horror Movies",Movie
s801,Mosquita y Mari,Aurora Guerrero,United States,2012,TV-14,85,"Dramas, Independent Movies, LGBTQ Movies",Movie
s802,Never Back Down 2: The Beatdown,Michael Jai White,United States,2011,R,104,"Action & Adventure, Dramas, Sports Movies",Movie
s807,Seven Souls in the Skull Castle: Season Moon Jogen,Hidenori Inoue,,2017,TV-14,204,"Action & Adventure, Dramas, International Movies",Movie
s808,Seven Souls in the Skull Castle: Season Moon Kagen,Hidenori Inoue,,2017,TV-PG,212,"Action & Adventure, Dramas, International Movies",Movie
s809,Sniper: Legacy,Don Michael Paul,"United States, Bulgaria",2014,R,98,Action & Adventure,Movie
s812,Super Monsters: Once Upon a Rhyme,Steve Ball,,2021,TV-Y,25,Children & Family Movies,Movie
s816,The Girl King,Mika Kaurismäki,,2015,TV-MA,106,"Dramas, International Movies, LGBTQ Movies",Movie
s818,The Meddler,Lorene Scafaria,United States,2015,PG-13,104,"Comedies, Dramas, Independent Movies",Movie
s822,The Wedding Guest,Michael Winterbottom,United Kingdom,2018,R,97,"Dramas, Romantic Movies, Thrillers",Movie
s823,The Wind,Emma Tammi,United States,2019,R,88,Horror Movies,Movie
s824,Then Came You,Peter Hutchings,United States,2019,TV-MA,97,"Comedies, Dramas, Independent Movies",Movie
s825,Welcome Home,George Ratliff,United States,2018,R,97,Thrillers,Movie
s827,Bo Burnham: Inside,Bo Burnham,United States,2021,TV-MA,88,Stand-Up Comedy,Movie
s828,One Lagos Night,Ekene Som Mekwunye,,2021,TV-14,103,"Comedies, International Movies",Movie
s829,Collateral Beauty,David Frankel,United States,2016,PG-13,97,Dramas,Movie
s830,Dog Gone Trouble,Kevin Johnson,,2021,TV-Y7,88,"Children & Family Movies, Comedies",Movie
s835,Blue Miracle,Julio Quintana,United States,2021,TV-PG,97,"Children & Family Movies, Dramas, Faith & Spirituality",Movie
s837,Ghost Lab,Paween Purijitpanya,Thailand,2021,TV-MA,118,"Horror Movies, International Movies, Thrillers",Movie
s839,Soy Rada: Serendipity,Pablo Faro,Argentina,2021,TV-MA,70,Stand-Up Comedy,Movie
s840,The Day I lost My Shadow,Soudade Kaadan,"Syria, France, Lebanon, Qatar",2018,TV-MA,91,"Dramas, Independent Movies, International Movies",Movie
s841,Baggio: The Divine Ponytail,Letizia Lamartire,Italy,2021,TV-MA,92,"Dramas, International Movies, Sports Movies",Movie
s842,Gatao - The Last Stray,Ray Jiang,,2021,TV-MA,120,"Action & Adventure, Dramas, International Movies",Movie
s845,Nail Bomber: Manhunt,Daniel Vernon,,2021,TV-MA,73,"Documentaries, International Movies",Movie
s846,A Place in the Stars,Steve Gukas,,2014,TV-14,110,"Dramas, International Movies, Thrillers",Movie
s847,Home,Tim Johnson,United States,2015,PG,94,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Movie
s850,Sam Smith: Love Goes - Live at Abbey Road Studios,,,2020,TV-G,61,"International Movies, Music & Musicals",Movie
s851,99 Songs,Vishwesh Krishnamoorthy,India,2021,TV-14,131,"Dramas, International Movies, Music & Musicals",Movie
s852,99 Songs (Tamil),,,2021,TV-14,131,"Dramas, International Movies, Music & Musicals",Movie
s853,99 Songs (Telugu),,,2021,TV-14,131,"Dramas, International Movies, Music & Musicals",Movie
s854,Army of the Dead,Zack Snyder,United States,2021,R,148,"Action & Adventure, Horror Movies",Movie
s855,Creating an Army of the Dead,,,2021,TV-MA,29,Documentaries,Movie
s857,Strain,Uduak-Obong Patrick,,2020,TV-MA,107,"Dramas, International Movies",Movie
s860,Asmaa,Amr Salama,Egypt,2011,TV-14,92,"Dramas, International Movies",Movie
s861,Hating Peter Tatchell,Christopher Amos,Australia,2020,TV-MA,91,"Documentaries, International Movies, LGBTQ Movies",Movie
s862,Little Singham Future mein Satakli,Prakash Satam,,2021,TV-Y7,47,"Children & Family Movies, Comedies",Movie
s864,Spy Kids: All the Time in the World,Robert Rodriguez,United States,2011,PG,88,"Children & Family Movies, Comedies",Movie
s866,Sabotage,David Ayer,United States,2014,R,109,"Action & Adventure, Dramas",Movie
s867,Small Town Crime,"Eshom Nelms, Ian Nelms",United States,2017,R,92,Thrillers,Movie
s871,Amy Tan: Unintended Memoir,James Redford,United States,2021,TV-14,101,Documentaries,Movie
s872,Sardar Ka Grandson,Kaashvie Nair,India,2021,TV-14,140,"Comedies, Dramas, International Movies",Movie
s873,Sleight,J.D. Dillard,United States,2016,R,89,"Dramas, Independent Movies, Sci-Fi & Fantasy",Movie
s874,Ahaan,Nikhil Pherwani,India,2021,TV-MA,81,"Dramas, Independent Movies, International Movies",Movie
s876,Love or Money,Mae Czarina Cruz,,2020,TV-MA,116,"Dramas, International Movies, Romantic Movies",Movie
s878,Cinema Bandi,Praveen Kandregula,India,2021,TV-MA,99,"Comedies, Independent Movies, International Movies",Movie
s879,Ferry,Cecilia Verheyden,"Belgium, Netherlands",2021,TV-MA,107,"Dramas, International Movies, Thrillers",Movie
s882,I Am All Girls,Donovan Marsh,South Africa,2021,TV-MA,107,"Dramas, International Movies, Thrillers",Movie
s883,Jungle Beat: The Movie,Brent Dawes,Mauritius,2021,TV-Y7,90,"Children & Family Movies, Comedies",Movie
s886,Table Manners,Leli Maki,"Canada, South Africa",2018,TV-MA,104,"Comedies, Dramas, International Movies",Movie
s888,The Strange House,Daniel Prochaska,Austria,2020,TV-MA,100,"Horror Movies, International Movies, Thrillers",Movie
s889,The Upshaws - The Afterparty,,,2021,TV-14,32,Comedies,Movie
s890,The Woman in the Window,Joe Wright,United States,2021,R,102,"Dramas, Thrillers",Movie
s893,Tottaa Pataaka Item Maal,Aditya Kripalani,India,2018,TV-MA,107,"Dramas, Independent Movies, International Movies",Movie
s894,Wave of Cinema: Filosofi Kopi,Adriano Rudiman,,2020,TV-14,64,"Documentaries, International Movies, Music & Musicals",Movie
s895,Dance of the Forty One,David Pablos,"Mexico, Brazil",2021,TV-MA,99,"Dramas, Independent Movies, International Movies",Movie
s896,Oxygen,Alexandre Aja,"France, United States",2021,TV-14,102,"Dramas, International Movies, Thrillers",Movie
s899,Dear Affy,Samuel Olatunji,,2020,TV-14,126,"Comedies, Dramas, International Movies",Movie
s900,Illegal Woman,Ramon Térmens,Spain,2020,TV-MA,119,"Dramas, International Movies",Movie
s902,Deadly Switch,Svetlana Cvetko,United States,2019,TV-PG,86,"Independent Movies, Thrillers",Movie
s904,Nayattu,Martin Prakkat,India,2021,TV-MA,122,"Dramas, International Movies, Thrillers",Movie
s905,Sleepless,Baran bo Odar,United States,2017,R,95,Action & Adventure,Movie
s906,Super Me,Zhang Chong,China,2021,TV-14,104,"Action & Adventure, Dramas, International Movies",Movie
s908,In Our Mothers' Gardens,Shantrelle P. Lewis,United States,2020,TV-MA,85,Documentaries,Movie
s910,Milestone,Ivan Ayr,India,2021,TV-14,98,"Dramas, Independent Movies, International Movies",Movie
s911,Monster,Anthony Mandler,United States,2021,TV-MA,99,Dramas,Movie
s913,The Circle - The Afterparty,,,2021,TV-14,35,Comedies,Movie
s914,Time to Dance,Stanley Menino D'Costa,India,2020,TV-PG,107,"Dramas, International Movies, Romantic Movies",Movie
s915,Unrest,Jennifer Brea,"United Kingdom, United States",2017,TV-MA,97,Documentaries,Movie
s916,And Tomorrow the Entire World,Julia von Heinz,"Germany, France",2020,TV-MA,112,"Dramas, International Movies, Thrillers",Movie
s917,Dead Man Down,Niels Arden Oplev,United States,2013,R,118,Action & Adventure,Movie
s918,Framing John DeLorean,"Don Argott, Sheena M. Joyce",United States,2019,TV-MA,109,"Documentaries, Dramas",Movie
s923,The Clovehitch Killer,Duncan Skiles,United States,2018,TV-MA,109,"Dramas, Independent Movies, Thrillers",Movie
s925,Aliens Stole My Body,Sean McNamara,United States,2020,PG,88,"Children & Family Movies, Comedies",Movie
s930,Dead Again in Tombstone,Roel Reiné,,2017,R,99,"Action & Adventure, Horror Movies",Movie
s935,JT LeRoy,Justin Kelly,"United Kingdom, Canada, United States",2018,R,109,"Dramas, Independent Movies",Movie
s936,Madagascar 3: Europe's Most Wanted,"Eric Darnell, Tom McGrath, Conrad Vernon",United States,2012,PG,96,"Children & Family Movies, Comedies",Movie
s938,Motu Patlu in Dragon's World,Suhas Kadav,,2017,TV-Y7,78,"Children & Family Movies, Comedies",Movie
s939,Motu Patlu in the Game of Zones,Suhas Kadav,,2019,TV-Y7,87,"Children & Family Movies, Comedies, Music & Musicals",Movie
s940,Motu Patlu in Wonderland,Suhas Kadav,,2013,TV-Y7,76,"Children & Family Movies, Music & Musicals",Movie
s941,Motu Patlu: Deep Sea Adventure,Suhas Kadav,,2014,TV-Y7,76,"Children & Family Movies, Comedies",Movie
s942,Motu Patlu: Mission Moon,Suhas Kadav,,2013,TV-Y7,71,"Children & Family Movies, Comedies",Movie
s945,S.M.A.R.T Chase,Charles Martin,China,2018,TV-MA,94,Action & Adventure,Movie
s946,Sitting in Limbo,Stella Corradi,United Kingdom,2020,TV-MA,89,"Dramas, International Movies",Movie
s949,Swiped,Ann Deborah Fishman,United States,2018,TV-14,94,Comedies,Movie
s950,The Darkest Hour,Chris Gorak,"United States, Russia",2011,PG-13,89,"Action & Adventure, Sci-Fi & Fantasy",Movie
s954,The Whole Truth,Courtney Hunt,United States,2016,R,93,"Dramas, Thrillers",Movie
s955,The Yeti Adventures,"Pierre Greco, Nancy Florence Savard",Canada,2018,TV-PG,85,"Children & Family Movies, Comedies",Movie
s959,Seven,Tosin Igho,,2019,TV-14,113,"Dramas, International Movies",Movie
s960,The Disciple,Chaitanya Tamhane,India,2021,TV-MA,128,"Dramas, Independent Movies, International Movies",Movie
s962,The Mitchells vs. The Machines,"Mike Rianda, Jeff Rowe",,2021,PG,114,"Children & Family Movies, Comedies",Movie
s963,The Strangers: Prey at Night,Johannes Roberts,"United States, United Kingdom",2018,R,85,Horror Movies,Movie
s965,Things Heard & Seen,"Robert Pulcini, Shari Springer Berman",,2021,TV-MA,121,"Horror Movies, Thrillers",Movie
s967,Get the Grift,Pedro Antonio,Brazil,2021,TV-MA,95,"Comedies, International Movies",Movie
s970,August: Osage County,John Wells,United States,2014,R,121,Dramas,Movie
s971,Battle: Los Angeles,Jonathan Liebesman,United States,2011,PG-13,116,"Action & Adventure, Sci-Fi & Fantasy",Movie
s972,Between Worlds,Maria Pulera,Spain,2018,R,91,Thrillers,Movie
s974,One,Santhosh Viswanath,India,2020,TV-PG,149,"Dramas, International Movies",Movie
s975,Ram Prasad Ki Tehrvi,Seema Pahwa,India,2019,TV-14,113,"Dramas, Independent Movies, International Movies",Movie
s976,Shadow and Bone - The Afterparty,,United States,2021,TV-14,33,"Action & Adventure, Comedies, Dramas",Movie
s977,Among Family,Ozan Açıktan,Turkey,2017,TV-14,127,"Comedies, International Movies",Movie
s978,Dedemin Fisi,Meltem Bozoflu,Turkey,2016,TV-14,101,"Comedies, International Movies",Movie
